ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
1H9,small_airport,Nest of Eagles Airport,1120,NA,US,US-WI,Spooner,1H9,,1H9,"-91.80269622802734, 45.83549880981445"
1I1,small_airport,Marcy Field,985,NA,US,US-NY,Keene,1I1,,1I1,"-73.79129791259766, 44.22090148925781"
1I3,small_airport,Shawnee Field,501,NA,US,US-IN,Bloomfield,1I3,,1I3,"-87.00559997558594, 39.044498443603516"
1I6,heliport,Holiday Inn Lakeview Heliport,445,NA,US,US-IN,Clarksville,1I6,,1I6,"-85.75579833984375, 38.28340148925781"
1I8,small_airport,Converse Airport,840,NA,US,US-IN,Converse,1I8,,1I8,"-85.8917007446289, 40.570899963378906"
1I9,small_airport,Delphi Municipal Airport,675,NA,US,US-IN,Delphi,1I9,,1I9,"-86.68170166015625, 40.54280090332031"
1IA0,small_airport,Brown Truck Sales Airport,1300,NA,US,US-IA,Corning,1IA0,,1IA0,"-94.79109954833984, 40.89720153808594"
1IA2,heliport,Camp Tahigwa Landing Site Heliport,760,NA,US,US-IA,Dorchester,1IA2,,1IA2,"-91.56739807128906, 43.438899993896484"
1IA3,heliport,Spencer Municipal Hospital Heliport,1318,NA,US,US-IA,Spencer,1IA3,,1IA3,"-95.14219665527344, 43.1505012512207"
1IA4,small_airport,Wallace Field,1290,NA,US,US-IA,Creston,1IA4,,1IA4,"-94.39469909667969, 41.05550003051758"
1IA5,heliport,Sch Heliport,995,NA,US,US-IA,Nevada,1IA5,,1IA5,"-93.4530029296875, 42.01750183105469"
1IA6,small_airport,Aero-Lane Airport,1134,NA,US,US-IA,Randolph,1IA6,,1IA6,"-95.48529815673828, 40.8849983215332"
1IA7,heliport,University of Iowa Hospitals & Clinic Heliport,840,NA,US,US-IA,Iowa City,1IA7,,1IA7,"-91.54769897460938, 41.65999984741211"
1IA9,closed,Newbrough Airport,1192,NA,US,US-IA,Britt,,,,"-93.902199, 43.067699"
1ID2,heliport,Horseshoe Bend Heliport,2300,NA,US,US-ID,Horseshoe Bend,1ID2,,1ID2,"-116.1969985961914, 43.914398193359375"
1ID3,small_airport,Beaux Ranch Field,2079,NA,US,US-ID,Sandpoint,1ID3,,1ID3,"-116.72699737548828, 48.167999267578125"
1ID4,small_airport,Red Baron Airpark,3259,NA,US,US-ID,Oasis,1ID4,,1ID4,"-115.9025, 43.3105555556"
1ID5,heliport,St Luke's Wood River Medical Center Heliport,5737,NA,US,US-ID,Ketchum,1ID5,,1ID5,"-114.3479995727539, 43.64860153198242"
1ID6,heliport,Sligars Landing Heliport,3800,NA,US,US-ID,Kimberly,1ID6,,1ID6,"-114.35700225830078, 42.58580017089844"
1ID7,small_airport,Fairbanks Airfield,3830,NA,US,US-ID,Eden,1ID7,,1ID7,"-114.33399963378906, 42.587799072265625"
1ID8,heliport,Gooding County Memorial Hospital Heliport,3600,NA,US,US-ID,Gooding,1ID8,,1ID8,"-114.70800018310547, 42.93330001831055"
1ID9,small_airport,Skyline STOLport,6150,NA,US,US-ID,Inkom,1ID9,,1ID9,"-112.1709976196289, 42.780601501464844"
1II0,small_airport,Webster Airport,910,NA,US,US-IN,Homer,1II0,,1II0,"-85.58779907226562, 39.576698303222656"
1II2,small_airport,Adams Airport,850,NA,US,US-IN,Geneva,1II2,,1II2,"-84.83480072021484, 40.61579895019531"
1II3,small_airport,Davis Airport,500,NA,US,US-IN,Carlisle,1II3,,1II3,"-87.39420318603516, 38.957000732421875"
1II4,small_airport,Amy Airport,665,NA,US,US-IN,Corydon,1II4,,1II4,"-86.16220092773438, 38.125099182128906"
1II5,small_airport,Van De Mark Airport,730,NA,US,US-IN,Culver,1II5,,1II5,"-86.50309753417969, 41.24729919433594"
1II6,heliport,St Mary's Medical Center Heliport,386,NA,US,US-IN,Evansville,1II6,,1II6,"-87.50420379638672, 37.96500015258789"
1II7,heliport,Parkview Memorial Hospital Heliport,817,NA,US,US-IN,Fort Wayne,1II7,,1II7,"-85.11019897460938, 41.09640121459961"
1II8,small_airport,Morris Airport,870,NA,US,US-IN,Greenfield,1II8,,1II8,"-85.81890106201172, 39.81420135498047"
1IL0,small_airport,Barnstorm Field,731,NA,US,US-IL,El Paso,1IL0,,1IL0,"-89.0010986328125, 40.775001525878906"
1IL1,small_airport,Horsefeathers Ranch Airport,653,NA,US,US-IL,Irving,1IL1,,1IL1,"-89.4259033203125, 39.24449920654297"
1IL2,closed,Hobby Hideaway RLA Airport,660,NA,US,US-IL,Delavan,,,,"-89.470703, 40.347"
1IL3,heliport,Alton Memorial Hospital Heliport,525,NA,US,US-IL,Alton,1IL3,,1IL3,"-90.1613998413086, 38.902198791503906"
1IL4,small_airport,Flight Park Inc Airport,631,NA,US,US-IL,Millstadt,1IL4,,1IL4,"-90.131203, 38.418701"
1IL6,small_airport,Bally's Strip,786,NA,US,US-IL,Dixon,1IL6,,1IL6,"-89.44180297851562, 41.86669921875"
1IL7,heliport,Gearhart-Hollow Heliport,800,NA,US,US-IL,Dixon,1IL7,,1IL7,"-89.50289916992188, 41.86479949951172"
1IL8,small_airport,Loy Airport,665,NA,US,US-IL,Donovan,1IL8,,1IL8,"-87.59590148925781, 40.93199920654297"
1IL9,small_airport,Holland Field,715,NA,US,US-IL,Mc Lean,1IL9,,1IL9,"-89.12439727783203, 40.30059814453125"
1IN0,small_airport,Belknap-Icarus Acres Airport,1040,NA,US,US-IN,Parker City,1IN0,,1IN0,"-85.23049926757812, 40.133399963378906"
1IN1,small_airport,Shearer STOLport,750,NA,US,US-IN,Lewisville,1IN1,,1IN1,"-86.6530990600586, 39.488399505615234"
1IN2,heliport,Meharry Ag Service Heliport,760,NA,US,US-IN,Wingate,1IN2,,1IN2,"-87.0558013916, 40.203899383499994"
1IN3,small_airport,Confer's Place Airport,865,NA,US,US-IN,Arcola,1IN3,,1IN3,"-85.24250030517578, 41.097801208496094"
1IN4,small_airport,Robinson Airpark,775,NA,US,US-IN,Elizabeth,1IN4,,1IN4,"-85.98780059814453, 38.14310073852539"
1IN5,small_airport,Bottoms Brothers Airport,545,NA,US,US-IN,Somerville,1IN5,,1IN5,"-87.38200378417969, 38.2848014831543"
1IN6,small_airport,Cottingham Airport,685,NA,US,US-IN,Pine Village,1IN6,,1IN6,"-87.22029876708984, 40.40169906616211"
1IN7,seaplane_base,Lake Wawasee Seaplane Base,859,NA,US,US-IN,Syracuse,01D,,01D,"-85.706100463867, 41.4035987854"
1IS0,small_airport,Harold Emmerich Airport,515,NA,US,US-IL,Belleville,1IS0,,1IS0,"-89.93229675292969, 38.524200439453125"
1IS2,small_airport,Triple Creek Airport,666,NA,US,US-IL,Bement,1IS2,,1IS2,"-88.52230072021484, 39.896400451660156"
1IS3,small_airport,Cribbet Airport,620,NA,US,US-IL,Blue Mound,1IS3,,1IS3,"-89.05950164794922, 39.72779846191406"
1IS4,small_airport,Swan Valley Farm Airport,916,NA,US,US-IL,Lanark,1IS4,,1IS4,"-89.82460021972656, 42.134498596191406"
1IS5,small_airport,Walder's Farm Airport,900,NA,US,US-IL,Paw Paw,1IS5,,1IS5,"-89.00150299072266, 41.653099060058594"
1IS7,heliport,Ingersoll Heliport,745,NA,US,US-IL,Rockford,1IS7,,1IS7,"-89.06929779052734, 42.29949951171875"
1IS8,heliport,Sword's Heliport,799,NA,US,US-IL,Ashton,1IS8,,1IS8,"-89.22119903564453, 41.86249923706055"
1J9,small_airport,Fort Walton Beach Airport,22,NA,US,US-FL,Navarre,1J9,,1J9,"-86.8291015625, 30.406299591064453"
1JY1,heliport,Newark/Jersey Street Heliport,1041,NA,US,US-NJ,Newark,1JY1,,1JY1,"-74.1577987671, 40.7332000732"
1JY2,small_airport,Mahogany Mtn. Airport,4620,NA,US,US-OR,Silver Lake,1JY2,,1JY2,"-121.0530014038086, 43.067100524902344"
1JY3,heliport,Mbna Heliport,97,NA,US,US-NJ,Newark,1JY3,,1JY3,"-74.17720031738281, 40.73640060424805"
1JY4,heliport,Hamilton Headquarter Troop C Heliport,81,NA,US,US-NJ,Trenton,1JY4,,1JY4,"-74.64830017089844, 40.20220184326172"
1JY5,heliport,Morey's Heliport,12,NA,US,US-NJ,Wildwood,1JY5,,1JY5,"-74.80999755859375, 38.985801696777344"
1K1,small_airport,Lloyd Stearman Field,1364,NA,US,US-KS,Benton,1K1,,1K1,"-97.1135025024414, 37.77790069580078"
1K3,small_airport,Hamilton Field,1320,NA,US,US-KS,Derby,1K3,,1K3,"-97.23370361328125, 37.56060028076172"
1K5,small_airport,Waynoka Municipal Airport,1543,NA,US,US-OK,Waynoka,1K5,,1K5,"-98.85230255126953, 36.56669998168945"
1K6,small_airport,Ellinwood Municipal Airport,1797,NA,US,US-KS,Ellinwood,1K6,,1K6,"-98.59510040283203, 38.37329864501953"
1K8,small_airport,South Grand Lake Regional Airport,775,NA,US,US-OK,Ketchum,1K8,,1K8,"-95.02110290530001, 36.541698455799995"
1KC,small_airport,Kalakaket Creek AS Airport,1598,NA,US,US-AK,Kalakaket Creek,1KC,KKK,1KC,"-156.820392609, 64.4166256967"
1KS0,small_airport,Huey Airport,1700,NA,US,US-KS,Hutchinson,1KS0,,1KS0,"-97.97119903564453, 38.169498443603516"
1KS1,small_airport,Cochran Airport,1005,NA,US,US-KS,Richmond,1KS1,,1KS1,"-95.2260971069336, 38.458900451660156"
1KS2,small_airport,Risky Airport,1133,NA,US,US-KS,Easton,1KS2,,1KS2,"-95.07160186767578, 39.31399917602539"
1KS3,small_airport,Leo's Place STOLport,1350,NA,US,US-KS,Riley,1KS3,,1KS3,"-96.75859832763672, 39.30419921875"
1KS4,small_airport,Prichard Airstrip,1164,NA,US,US-KS,Enterprise,1KS4,,1KS4,"-97.11699676513672, 38.900001525878906"
1KS5,small_airport,Keyser Airport,950,NA,US,US-KS,St Marys,1KS5,,1KS5,"-96.09639739990234, 39.162498474121094"
1KS6,small_airport,Silers Plane Valley Airport,1204,NA,US,US-KS,Salina,1KS6,,1KS6,"-97.5363998413086, 38.86669921875"
1KS7,small_airport,Hitch Feeders Ii Inc. Airport,3028,NA,US,US-KS,Satanta,1KS7,,1KS7,"-101.01699829101562, 37.67359924316406"
1KS8,small_airport,Buehler Airport,3038,NA,US,US-KS,Scott City,1KS8,,1KS8,"-100.99500274658203, 38.51530075073242"
1KS9,small_airport,Belleair Airport,935,NA,US,US-KS,Bonner Springs,1KS9,,1KS9,"-94.948996, 39.045601"
1KT9,small_airport,Holcomb Field,1260,NA,US,US-KY,Annville,1KT9,,1KT9,"-83.942633, 37.311833"
1KY0,heliport,Sof Maintenance Site Heliport,1000,NA,US,US-KY,Richmond,1KY0,,1KY0,"-84.23300170898438, 37.676700592041016"
1KY1,heliport,Hardin Memorial Hospital Heliport,838,NA,US,US-KY,Elizabethtown,1KY1,,1KY1,"-85.87689971923828, 37.710601806640625"
1KY2,heliport,Community Methodist Hospital Heliport,460,NA,US,US-KY,Henderson,1KY2,,1KY2,"-87.58390045166016, 37.855899810791016"
1KY3,heliport,Monroe County Medical Center Heliport,970,NA,US,US-KY,Tompkinsville,1KY3,,1KY3,"-85.67639923095703, 36.69810104370117"
1KY4,heliport,Central Baptist Hospital Heliport,1076,NA,US,US-KY,Lexington,1KY4,,1KY4,"-84.51190185546875, 38.01810073852539"
1KY5,heliport,Switch Pad Heliport,496,NA,US,US-KY,Louisville,1KY5,,1KY5,"-85.70130157470703, 38.16669845581055"
1KY6,heliport,Haggin Heliport,920,NA,US,US-KY,Harrodsburg,1KY6,,1KY6,"-84.84970092773438, 37.75590133666992"
1KY7,small_airport,Jordan Hill Farm Airport,910,NA,US,US-KY,Richmond,1KY7,,1KY7,"-84.18080139160156, 37.83250045776367"
1KY8,heliport,Norton Audubon Hospital Heliport,517,NA,US,US-KY,Louisville,1KY8,,1KY8,"-85.7225, 38.214444"
1L4,small_airport,Kidwell Airport,2605,NA,US,US-NV,Cal Nev Ari,1L4,,1L4,"-114.88300323486328, 35.30550003051758"
1LA0,small_airport,Ken Guidry Nr 2 Airport,6,NA,US,US-LA,Gueydan,1LA0,,1LA0,"-92.5279006958, 30.0168991089"
1LA1,small_airport,Triche Field,10,NA,US,US-LA,Hahnville,1LA1,,1LA1,"-90.43479919433594, 29.98349952697754"
1LA2,heliport,Phi Harahan Heliport,,NA,US,US-LA,Harahan,1LA2,,1LA2,"-90.18060302734375, 29.941299438476562"
1LA3,small_airport,Goose Island Airport,4,NA,US,US-LA,Hayes,1LA3,,1LA3,"-92.83350372314453, 30.030799865722656"
1LA4,seaplane_base,Bayou Fourchon Seaplane Base,,NA,US,US-LA,Leeville,1LA4,,1LA4,"-90.19090270996094, 29.10580062866211"
1LA5,small_airport,Morrow Strip,40,NA,US,US-LA,Morrow,1LA5,,1LA5,"-92.05970001220703, 30.7992000579834"
1LA6,heliport,Christus Highland Heliport,160,NA,US,US-LA,Shreveport,LA85,,LA85,"-93.715941, 32.423673"
1LA7,heliport,Savoy Medical Center Heliport,100,NA,US,US-LA,Mamou,1LA7,,1LA7,"-92.41780090332031, 30.642499923706055"
1LA8,heliport,S.Fresh Water Bayou Heliport,4,NA,US,US-LA,Intracoastal City,1LA8,,1LA8,"-92.26010131835938, 29.60110092163086"
1LA9,heliport,Chevron Intracoastal Heliport,,NA,US,US-LA,Intracoastal City,1LA9,,1LA9,"-92.15679931640625, 29.783000946044922"
1LL0,small_airport,Boondox Field,625,NA,US,US-IL,Seneca,1LL0,,1LL0,"-88.60009765625, 41.329200744628906"
1LL1,heliport,Lawrence Co Memorial Hospital Heliport,470,NA,US,US-IL,Lawrenceville,1LL1,,1LL1,"-87.69470214840001, 38.728099823"
1LL2,small_airport,Spring Brook Airport,500,NA,US,US-IL,Seneca,1LL2,,1LL2,"-88.6355972290039, 41.30059814453125"
1LL4,small_airport,Sies Landing Area Airport,690,NA,US,US-IL,Litchfield,1LL4,,1LL4,"-89.70010375976562, 39.18339920043945"
1LL6,small_airport,Janssen Airport,877,NA,US,US-IL,Shannon,1LL6,,1LL6,"-89.73819732666016, 42.22809982299805"
1LL7,small_airport,Edwin G. Bennett Airport,690,NA,US,US-IL,Sheffield,1LL7,,1LL7,"-89.77320098876953, 41.34980010986328"
1LL8,small_airport,Zoomer Field,680,NA,US,US-IL,Sheldon,1LL8,,1LL8,"-87.55840301513672, 40.78889846801758"
1LL9,heliport,Reyhan Heliport,600,NA,US,US-IL,Loami,1LL9,,1LL9,"-89.80509948730469, 39.6776008605957"
1LS0,small_airport,Cal Mire Field,14,NA,US,US-LA,Gonzales,1LS0,,1LS0,"-90.88200378417969, 30.22410011291504"
1LS1,heliport,Cosmar Styrene Plant Heliport,18,NA,US,US-LA,Baton Rouge,1LS1,,1LS1,"-91.07279968261719, 30.22249984741211"
1LS2,heliport,Innis Community Health Center Heliport,45,NA,US,US-LA,Innis,1LS2,,1LS2,"-91.67919921875, 30.87779998779297"
1LS5,small_airport,Cameron Airstrip,5,NA,US,US-LA,Cameron,1LS5,,1LS5,"-93.33460235595703, 29.803300857543945"
1LS8,small_airport,Summerell Airport,64,NA,US,US-LA,Ferriday,1LS8,,1LS8,"-91.49870300292969, 31.682100296020508"
1M3,small_airport,Ardmore Airport,920,NA,US,US-AL,Ardmore,1M3,,1M3,"-86.88469696044922, 34.977901458740234"
1M7,small_airport,Fulton Airport,400,NA,US,US-KY,Fulton,1M7,,1M7,"-88.91560363769531, 36.525901794433594"
1M8,small_airport,Myricks Airport,71,NA,US,US-MA,Berkley,1M8,,1M8,"-71.02649688720703, 41.8390998840332"
1MA0,heliport,Jordan Hospital Heliport,122,NA,US,US-MA,Plymouth,1MA0,,1MA0,"-70.64689636230469, 41.941001892089844"
1MA1,heliport,Deaconess Nashoba Hospital Heliport,308,NA,US,US-MA,Ayer,1MA1,,1MA1,"-71.5739974975586, 42.576499938964844"
1MA2,heliport,UMASS Memorial Medical Center-Univ Campus Heliport,417,NA,US,US-MA,Worcester,1MA2,,1MA2,"-71.7600021362, 42.2750015259"
1MA4,heliport,Wang Heliport,104,NA,US,US-MA,Lowell,1MA4,,1MA4,"-71.32170104980469, 42.60929870605469"
1MA5,small_airport,Unknown Field,432,NA,US,US-MA,Southborough,1MA5,,1MA5,"-71.54779815673828, 42.27899932861328"
1MA6,heliport,Micron Heliport,245,NA,US,US-MA,Southwick,1MA6,,1MA6,"-72.74449920654297, 42.067901611328125"
1MA7,heliport,Long Hill Orchard Heliport,120,NA,US,US-MA,West Newbury,1MA7,,1MA7,"-70.97889709472656, 42.4734001159668"
1MA8,heliport,Horizon Hill Heliport,336,NA,US,US-MA,Lincoln,1MA8,,1MA8,"-71.30940246582031, 42.41999816894531"
1MA9,heliport,Morton Hospital Heliport,50,NA,US,US-MA,Taunton,1MA9,,1MA9,"-71.09420013427734, 41.90589904785156"
1MD0,heliport,Clng Cove Point Heliport,133,NA,US,US-MD,Lusby,1MD0,,1MD0,"-76.40799713134766, 38.39179992675781"
1MD1,small_airport,Big Oak Farm Airport,4,NA,US,US-MD,Cambridge,1MD1,,1MD1,"-76.28630065917969, 38.569000244140625"
1MD3,closed,Krastel Farms Airport,75,NA,US,US-MD,Kennedyville,,,,"-75.987701, 39.308998"
1MD4,heliport,Prince George's Hospital Center Heliport,297,NA,US,US-MD,Cheverly,1MD4,,1MD4,"-76.9207992553711, 38.930301666259766"
1MD5,heliport,Federal Support Center Heliport,510,NA,US,US-MD,Laytonsville,1MD5,,1MD5,"-77.10659790039062, 39.192100524902344"
1MD6,heliport,Metroplex Heliport,99,NA,US,US-MD,New Carrollton,1MD6,,1MD6,"-76.86830139160156, 38.94620132446289"
1MD7,heliport,Shady Grove Adventist Hospital Heliport,475,NA,US,US-MD,Rockville,1MD7,,1MD7,"-77.1968994140625, 39.098201751708984"
1MD8,small_airport,Mayberry Run Airport,580,NA,US,US-MD,Westminster/Silver Run,1MD8,,1MD8,"-77.09719848632812, 39.682899475097656"
1MD9,heliport,Washington County Hospital Heliport,589,NA,US,US-MD,Hagerstown,1MD9,,1MD9,"-77.7146987915039, 39.637298583984375"
1ME,seaplane_base,Chesuncook Lake House Seaplane Base,942,NA,US,US-ME,Chesuncook,1ME,,1ME,"-69.4094009399414, 46.0609016418457"
1ME1,heliport,Victor Heliport,180,NA,US,US-ME,Belfast,1ME1,,1ME1,"-69.00920104980469, 44.41059875488281"
1ME2,heliport,Maine General Medical Center-Waterville Heliport,112,NA,US,US-ME,Waterville,1ME2,,1ME2,"-69.64785, 44.566216"
1MI0,seaplane_base,Ashman Island Seaplane Base,580,NA,US,US-MI,Drummond Island,1MI0,,1MI0,"-83.72419738769531, 46.068599700927734"
1MI1,small_airport,Nikkila Farms Airport,1100,NA,US,US-MI,Mass,1MI1,,1MI1,"-88.99739837646484, 46.702701568603516"
1MI2,heliport,Guardian Industries Heliport,1021,NA,US,US-MI,Auburn Hills,1MI2,,1MI2,"-83.24739837646484, 42.699798583984375"
1MI3,small_airport,Black River Ranch Airport,880,NA,US,US-MI,Onaway,1MI3,,1MI3,"-84.32170104980469, 45.19580078125"
1MI4,small_airport,Ramsy Farm Airport,880,NA,US,US-MI,Perronville,1MI4,,1MI4,"-87.32240295410156, 45.83890151977539"
1MI5,small_airport,Mckenzie's Landing Airport,955,NA,US,US-MI,Howell,1MI5,,1MI5,"-83.85970306396484, 42.60309982299805"
1MI6,small_airport,Rosedale Airport,675,NA,US,US-MI,Sault Ste Marie,1MI6,,1MI6,"-84.3110961914, 46.377799987799996"
1MI7,closed,Thompson Airport,857,NA,US,US-MI,Selkirk,,,,"-84.066704, 44.3167"
1MI8,small_airport,Vlachos Acres Airport,785,NA,US,US-MI,Hubbard,1MI8,,1MI8,"-83.63690185546875, 44.84669876098633"
1MI9,small_airport,Southfork Airport,660,NA,US,US-MI,Marquette,1MI9,,1MI9,"-87.35009765625, 46.472198486328125"
1MN0,small_airport,Wetherbee Farm Airport,980,NA,US,US-MN,Tenney,1MN0,,1MN0,"-96.54620361328125, 46.04359817504883"
1MN1,closed,Beyer Airport,1000,NA,US,US-MN,Tenney,,,,"-96.564201, 45.9733"
1MN2,small_airport,Hay Acres Airport,1430,NA,US,US-MN,Akiey,1MN2,,1MN2,"-94.76069641113281, 45.938201904296875"
1MN3,heliport,Northern Itasca Health Care Center Heliport,1320,NA,US,US-MN,Bigfork,1MN3,,1MN3,"-93.64630126953125, 47.74720001220703"
1MN4,closed,Krueger Loon Lake Seaplane Base,1370,NA,US,US-MN,Vergas,,,,"-95.836404, 46.622202"
1MN5,small_airport,Molnau Airpark,1000,NA,US,US-MN,Waconia,1MN5,,1MN5,"-93.73999786376953, 44.84360122680664"
1MN6,heliport,Cook Hospital Heliport,1315,NA,US,US-MN,Cook,1MN6,,1MN6,"-92.6791000366211, 47.85300064086914"
1MN7,heliport,Cuyuna Regional Medical Center Heliport,1255,NA,US,US-MN,Crosby,1MN7,,1MN7,"-93.943603515625, 46.482200622558594"
1MN8,small_airport,Sky Harbor Residential Airpark,1111,NA,US,US-MN,Webster,1MN8,,1MN8,"-93.32689666748047, 44.52579879760742"
1MN9,heliport,Sanford Jackson Medical Center Heliport,1450,NA,US,US-MN,Jackson,1MN9,,1MN9,"-95.003987, 43.624831"
1MO1,heliport,St Joseph Hospital Heliport,530,NA,US,US-MO,Kirkwood,1MO1,,1MO1,"-90.43399810791016, 38.56809997558594"
1MO2,small_airport,Hart Airport,825,NA,US,US-MO,Freeman,1MO2,,1MO2,"-94.47660064697266, 38.54949951171875"
1MO3,small_airport,Lake Viking Airport,940,NA,US,US-MO,Gallatin,1MO3,,1MO3,"-94.07379913330078, 39.93339920043945"
1MO4,small_airport,Longwood Mfg Corp Airport,800,NA,US,US-MO,Gallatin,1MO4,,1MO4,"-93.86409759521484, 39.891700744628906"
1MO6,small_airport,Double S Ranch Airport,737,NA,US,US-MO,Grandin,1MO6,,1MO6,"-90.72229766845703, 36.83620071411133"
1MO7,small_airport,Hines Airport,750,NA,US,US-MO,Gorin,1MO7,,1MO7,"-91.9751968383789, 40.36389923095703"
1MO8,small_airport,Sherlock Field,800,NA,US,US-MO,Gravois Mills,1MO8,,1MO8,"-92.8030014038086, 38.25279998779297"
1MO9,small_airport,Eagle's Point & Red Barn Village Airpark,1040,NA,US,US-MO,Greenfield,1MO9,,1MO9,"-93.85160064697266, 37.47919845581055"
1MS0,small_airport,Tapley Airport,129,NA,US,US-MS,Shaw,1MS0,,1MS0,"-90.78119659423828, 33.59980010986328"
1MS1,heliport,Neshoba General Hospital Heliport,388,NA,US,US-MS,Philadelphia,1MS1,,1MS1,"-89.105745, 32.757279"
1MS2,small_airport,Peterson Airport,240,NA,US,US-MS,Goodman,1MS2,,1MS2,"-89.93060302734375, 32.94179916381836"
1MS3,heliport,Baptist Medical Center Attala Heliport,455,NA,US,US-MS,Kosciusko,1MS3,,1MS3,"-89.598501, 33.066799"
1MS4,heliport,Methodist Medical Center Heliport,366,NA,US,US-MS,Jackson,1MS4,,1MS4,"-90.2562026977539, 32.287899017333984"
1MS5,heliport,General Dan C Mills Emergency Heliport,44,NA,US,US-MS,Byhalia,1MS5,,1MS5,"-89.7029037475586, 34.888999938964844"
1MS6,small_airport,Eagles Ridge Airport,262,NA,US,US-MS,Hernando,,,MS9,"-89.913101, 34.797298"
1MS7,heliport,Smith County General Hospital Heliport,535,NA,US,US-MS,Raleigh,1MS7,,1MS7,"-89.51950073242188, 31.99959945678711"
1MS8,small_airport,Columbus Air Force Base Aux Field Airfield,260,NA,US,US-MS,Shuqualak,1MS8,,1MS8,"-88.5792007446, 32.9401016235"
1MS9,closed,Piker-Too Airport,300,NA,US,US-MS,Centreville,,,,"-90.968201, 31.0118"
1MT0,small_airport,Nine Quarter Circle Ranch Airport,6974,NA,US,US-MT,Gallatin Gateway,1MT0,,1MT0,"-111.2969970703125, 45.06740188598633"
1MT1,heliport,Krinitt Helicopters Heliport,4474,NA,US,US-MT,Belgrade,1MT1,,1MT1,"-111.2030029296875, 45.774200439453125"
1MT2,small_airport,Skyrider Ultralightport,3540,NA,US,US-MT,Billings,1MT2,,1MT2,"-108.54900360107422, 45.94309997558594"
1MT3,small_airport,Wood Strip,5100,NA,US,US-MT,Elliston,1MT3,,1MT3,"-112.41200256347656, 46.558101654052734"
1MT4,small_airport,Davis Airport,3780,NA,US,US-MT,Helena,1MT4,,1MT4,"-111.87100219726562, 46.688499450683594"
1MT5,heliport,Holy Rosary Heliport,2372,NA,US,US-MT,Miles City,1MT5,,1MT5,"-105.8290023803711, 46.39459991455078"
1MT6,small_airport,Bobcat Field,4824,NA,US,US-MT,Philipsburg,1MT6,,1MT6,"-113.51000213623047, 46.35689926147461"
1MT7,small_airport,Prill Field,3420,NA,US,US-MT,Sand Coulee,1MT7,,1MT7,"-111.15899658203125, 47.42110061645508"
1MT8,heliport,St. James Heliport,5733,NA,US,US-MT,Butte,1MT8,,1MT8,"-112.54499816894531, 46.0093994140625"
1MT9,small_airport,Wilcox Airport,3390,NA,US,US-MT,Billings,1MT9,,1MT9,"-108.68399810791016, 45.78919982910156"
1MU0,small_airport,Medcalf Field,1260,NA,US,US-MO,Republic,1MU0,,1MU0,"-93.56269836425781, 37.16669845581055"
1MU1,seaplane_base,Lake Taney Como Seaplane Base,716,NA,US,US-MO,Rockaway Beach,1MU1,,1MU1,"-93.154296875, 36.66669845581055"
1MU2,small_airport,Smitty's Landing Airport,800,NA,US,US-MO,Ridgely,1MU2,,1MU2,"-94.66719818115234, 39.4473991394043"
1MU3,heliport,Putnam County Memorial Hospital Heliport,1060,NA,US,US-MO,Unionville,1MU3,,1MU3,"-93.00589752197266, 40.48270034790039"
1MU4,small_airport,Short Air Airport,840,NA,US,US-MO,Warrensburg,1MU4,,1MU4,"-93.77880096435547, 38.65169906616211"
1MU5,heliport,Grace G Shepard Memorial Heliport,1152,NA,US,US-MO,Buffalo,1MU5,,1MU5,"-93.14320373535156, 37.524200439453125"
1MU6,closed,Simerly Airport,971,NA,US,US-MO,Fillmore,,,,"-94.968903, 40.110802"
1MU7,small_airport,Mooseberry Airport,480,NA,US,US-MO,Jackson,1MU7,,1MU7,"-89.61199951171875, 37.465301513671875"
1MU8,small_airport,Church's Landing Airport,826,NA,US,US-MO,Rushville,1MU8,,1MU8,"-94.99859619140625, 39.55419921875"
1MU9,heliport,Nielsens Medical Evac Heliport,425,NA,US,US-MO,Saint Charles,1MU9,,1MU9,"-90.47650146484375, 38.935298919677734"
1MY1,small_airport,Carlson Agricultural Airport,1033,NA,US,US-MN,Wendell,1MY1,,1MY1,"-96.19439697265625, 45.98529815673828"
1N2,small_airport,Spadaro Airport,50,NA,US,US-NY,East Moriches,1N2,,1N2,"-72.74870300292969, 40.82789993286133"
1N3,small_airport,Albert Airport,1784,NA,US,US-PA,Philipsburg,1N3,,1N3,"-78.2428970336914, 40.971500396728516"
1N5,small_airport,Bennett Airport,42,NA,US,US-MD,Salisbury,1N5,,1N5,"-75.61689758300781, 38.41270065307617"
1NA0,small_airport,Bohn Airstrip,1142,NA,US,US-ND,Mountain,1NA0,,1NA0,"-97.8895034790039, 48.732200622558594"
1NA5,small_airport,Gienger/Box Bar Ranch Airport,1950,NA,US,US-ND,Streeter,1NA5,,1NA5,"-99.45040130615234, 46.625"
1NA8,small_airport,Preszler Airstrip,1795,NA,US,US-ND,Braddock,1NA8,,1NA8,"-100.09500122070312, 46.69049835205078"
1NA9,small_airport,Myran Airstrip,2120,NA,US,US-ND,Taylor,1NA9,,1NA9,"-102.49600219726562, 47.03329849243164"
1NC0,small_airport,Delk's Airport,460,NA,US,US-NC,Asheboro,1NC0,,1NC0,"-79.94139862060547, 35.72209930419922"
1NC1,small_airport,Ron's Ultralight Field,525,NA,US,US-NC,Pittsboro,1NC1,,1NC1,"-79.23860168457031, 35.8119010925293"
